# Mesh Name: TestMesh
# Node Count: 15000
# Link Count: 22736
# Path Count: 0
# Settings:
# MESH_NODES_COUNT: 15000
# MESH_ROUTERS_COUNT: 5000
# MESH_MAX_LINKS_PER_NODE: 8
# MESH_DEFAULT_BANDWIDTH: 10000.00
# MESH_DEFAULT_LATENCY: 0.00
# MESH_SIZE_X: 1800.00
# MESH_SIZE_Y: 1000.00
# MESH_MAX_LINK_DISTANCE: 20.00

NodeID,X,Y,Status,Type
291,611.00,775.00,1,0
292,791.00,754.00,1,0
293,49.00,329.00,1,0
294,513.00,150.00,1,0
295,667.00,707.00,1,0
296,111.00,886.00,1,0
297,559.00,325.00,1,0
298,1397.00,192.00,1,0
299,400.00,925.00,1,0
300,411.00,768.00,1,0
301,1471.00,745.00,1,0
302,271.00,507.00,1,0
303,483.00,299.00,1,0
304,1731.00,594.00,1,0
305,1314.00,852.00,1,0
306,998.00,325.00,1,0
307,627.00,542.00,1,0
308,832.00,828.00,1,0
309,871.00,345.00,1,0
310,1130.00,91.00,1,0
311,604.00,841.00,1,0
312,1329.00,916.00,1,0
313,318.00,726.00,1,0
314,1708.00,271.00,1,0
315,803.00,471.00,1,0
316,39.00,427.00,1,0
317,416.00,862.00,1,0
318,1534.00,851.00,1,0
319,513.00,418.00,1,0
320,845.00,228.00,1,0
321,1070.00,595.00,1,0
322,1105.00,249.00,1,0
323,1089.00,337.00,1,0
324,677.00,713.00,1,0
325,634.00,760.00,1,0
326,956.00,791.00,1,0
327,1353.00,485.00,1,0
328,707.00,472.00,1,0
329,564.00,167.00,1,0
330,1543.00,567.00,1,0
331,1038.00,134.00,1,0
332,994.00,206.00,1,0
333,1148.00,281.00,1,0
334,1609.00,862.00,1,0
335,1451.00,206.00,1,0
336,1690.00,321.00,1,0
337,1753.00,995.00,1,0
338,722.00,643.00,1,0
339,285.00,351.00,1,0
340,1308.00,719.00,1,0
341,1511.00,864.00,1,0
342,462.00,417.00,1,0
343,949.00,569.00,1,0
344,89.00,265.00,1,0
345,88.00,984.00,1,0
346,233.00,78.00,1,0
347,670.00,179.00,1,0
348,36.00,818.00,1,0
349,1212.00,45.00,1,0
350,1680.00,863.00,1,0
351,603.00,122.00,1,0
352,736.00,757.00,1,0
353,1718.00,810.00,1,0
354,752.00,803.00,1,0
355,1162.00,460.00,1,0
356,274.00,625.00,1,0
357,724.00,737.00,1,0
358,242.00,25.00,1,0
359,1058.00,283.00,1,0
360,1491.00,99.00,1,0
361,1219.00,476.00,1,0
362,577.00,89.00,1,0
363,407.00,166.00,1,0
364,1060.00,172.00,1,0
365,563.00,940.00,1,0
366,1635.00,167.00,1,0
367,1663.00,924.00,1,0
368,876.00,533.00,1,0
369,334.00,28.00,1,0
370,88.00,248.00,1,0
371,1040.00,562.00,1,0
372,1626.00,164.00,1,0
373,251.00,620.00,1,0
374,1741.00,310.00,1,0
375,1456.00,832.00,1,0
376,1609.00,875.00,1,0
377,1460.00,938.00,1,0
378,117.00,668.00,1,0
379,1104.00,577.00,1,0
380,840.00,668.00,1,0
381,1269.00,227.00,1,0
382,187.00,284.00,1,0
383,1351.00,463.00,1,0
384,169.00,238.00,1,0
385,43.00,857.00,1,0
386,638.00,683.00,1,0
387,1572.00,64.00,1,0
388,199.00,423.00,1,0
389,637.00,740.00,1,0
390,485.00,293.00,1,0
391,725.00,846.00,1,0
392,320.00,585.00,1,0
393,1737.00,837.00,1,0
394,453.00,241.00,1,0
395,766.00,445.00,1,0
396,61.00,988.00,1,0
397,273.00,800.00,1,0
398,624.00,824.00,1,0
399,1415.00,794.00,1,0
400,1614.00,458.00,1,0
401,203.00,253.00,1,0
402,1693.00,775.00,1,0
403,69.00,692.00,1,0
404,951.00,58.00,1,0
405,233.00,988.00,1,0
406,151.00,358.00,1,0
407,987.00,224.00,1,0
408,495.00,324.00,1,0
409,1013.00,549.00,1,0
410,165.00,180.00,1,0
411,1394.00,179.00,1,0
412,320.00,667.00,1,0
413,1531.00,144.00,1,0
414,644.00,947.00,1,0
415,890.00,610.00,1,0
416,805.00,294.00,1,0
417,1015.00,899.00,1,0
418,221.00,237.00,1,0
419,1743.00,324.00,1,0
420,95.00,376.00,1,0
421,65.00,999.00,1,0
422,286.00,852.00,1,0
423,823.00,382.00,1,0
424,176.00,636.00,1,0
425,883.00,93.00,1,0
426,968.00,629.00,1,0
427,672.00,40.00,1,0
428,449.00,604.00,1,0
429,1385.00,493.00,1,0
430,703.00,827.00,1,0
431,1655.00,308.00,1,0
432,1673.00,671.00,1,0
433,1359.00,895.00,1,0
434,1108.00,503.00,1,0
435,1371.00,203.00,1,0
436,631.00,236.00,1,0
437,1554.00,670.00,1,0
438,688.00,777.00,1,0
439,4.00,264.00,1,0
440,1566.00,687.00,1,0
441,1310.00,934.00,1,0
442,516.00,982.00,1,0
443,327.00,317.00,1,0
444,1538.00,512.00,1,0
445,362.00,841.00,1,0
446,491.00,618.00,1,0
447,1102.00,165.00,1,0
448,1089.00,61.00,1,0
449,1412.00,549.00,1,0
450,1116.00,983.00,1,0
451,1704.00,148.00,1,0
452,620.00,659.00,1,0
453,18.00,660.00,1,0
454,1188.00,574.00,1,0
455,477.00,554.00,1,0
456,61.00,987.00,1,0
457,841.00,929.00,1,0
458,1121.00,168.00,1,0
459,1647.00,612.00,1,0
460,232.00,409.00,1,0
461,1405.00,723.00,1,0
462,1379.00,307.00,1,0
463,240.00,668.00,1,0
464,521.00,652.00,1,0
465,1169.00,637.00,1,0
466,836.00,674.00,1,0
467,737.00,208.00,1,0
468,1685.00,307.00,1,0
469,220.00,473.00,1,0
470,881.00,497.00,1,0
471,1180.00,142.00,1,0
472,1636.00,573.00,1,0
473,1624.00,158.00,1,0
474,541.00,23.00,1,0
475,970.00,125.00,1,0
476,832.00,575.00,1,0
477,1600.00,812.00,1,0
478,435.00,441.00,1,0
479,232.00,308.00,1,0
480,845.00,754.00,1,0
481,1745.00,81.00,1,0
482,780.00,435.00,1,0
483,1441.00,817.00,1,0
484,1542.00,862.00,1,0
485,890.00,624.00,1,0
486,1511.00,22.00,1,0
487,718.00,900.00,1,0
488,595.00,894.00,1,0
489,1458.00,688.00,1,0
490,317.00,180.00,1,0
491,1165.00,702.00,1,0
492,1307.00,366.00,1,0
493,1666.00,694.00,1,0
494,159.00,50.00,1,0
495,1002.00,604.00,1,0
496,1604.00,948.00,1,0
497,38.00,936.00,1,0
498,783.00,679.00,1,0
499,1353.00,477.00,1,0
500,493.00,396.00,1,0
501,301.00,957.00,1,0
502,818.00,572.00,1,0
503,1657.00,366.00,1,0
504,1666.00,267.00,1,0
505,854.00,384.00,1,0
506,1199.00,572.00,1,0
507,486.00,906.00,1,0
508,338.00,304.00,1,0
509,1601.00,97.00,1,0
510,554.00,955.00,1,0
511,653.00,511.00,1,0
512,55.00,91.00,1,0
513,1047.00,990.00,1,0
514,1323.00,201.00,1,0
515,1468.00,368.00,1,0
516,197.00,921.00,1,0
517,325.00,367.00,1,0
518,1093.00,534.00,1,0
519,733.00,960.00,1,0
520,1601.00,140.00,1,0
521,296.00,600.00,1,0
522,112.00,134.00,1,0
523,859.00,650.00,1,0
524,1238.00,812.00,1,0
525,99.00,792.00,1,0
526,1567.00,504.00,1,0
527,1303.00,375.00,1,0
528,596.00,103.00,1,0
529,765.00,71.00,1,0
530,304.00,833.00,1,0
531,239.00,901.00,1,0
532,1355.00,117.00,1,0
533,1620.00,600.00,1,0
534,851.00,354.00,1,0
535,760.00,805.00,1,0
536,1294.00,608.00,1,0
537,1757.00,558.00,1,0
538,142.00,968.00,1,0
539,160.00,532.00,1,0
540,1580.00,11.00,1,0
541,525.00,900.00,1,0
542,1115.00,980.00,1,0
543,1275.00,463.00,1,0
544,1635.00,992.00,1,0
545,134.00,739.00,1,0
546,1626.00,326.00,1,0
547,1592.00,933.00,1,0
548,1043.00,613.00,1,0
549,133.00,446.00,1,0
550,167.00,446.00,1,0
551,851.00,813.00,1,0
552,1206.00,361.00,1,0
553,1171.00,149.00,1,0
554,1729.00,931.00,1,0
555,81.00,462.00,1,0
556,742.00,358.00,1,0
557,314.00,809.00,1,0
558,1691.00,341.00,1,0
559,73.00,126.00,1,0
560,133.00,159.00,1,0
561,818.00,511.00,1,0
562,685.00,210.00,1,0
563,396.00,928.00,1,0
564,1175.00,682.00,1,0
565,127.00,494.00,1,0
566,680.00,330.00,1,0
567,1107.00,886.00,1,0
568,91.00,30.00,1,0
569,587.00,373.00,1,0
570,113.00,421.00,1,0
571,787.00,607.00,1,0
572,531.00,253.00,1,0
573,1017.00,822.00,1,0
574,146.00,42.00,1,0
575,1101.00,631.00,1,0
576,1401.00,519.00,1,0
577,343.00,687.00,1,0
578,1681.00,291.00,1,0
579,1167.00,257.00,1,0
580,525.00,46.00,1,0
581,1551.00,805.00,1,0
582,577.00,411.00,1,0
583,444.00,420.00,1,0
584,593.00,431.00,1,0
585,793.00,459.00,1,0
586,852.00,332.00,1,0
587,1666.00,984.00,1,0
588,985.00,835.00,1,0
589,958.00,531.00,1,0
590,277.00,811.00,1,0
591,563.00,431.00,1,0
592,1330.00,658.00,1,0
593,1118.00,764.00,1,0
594,901.00,437.00,1,0
595,1421.00,627.00,1,0
596,84.00,124.00,1,0
597,832.00,213.00,1,0
598,1287.00,476.00,1,0
599,1433.00,681.00,1,0
600,1460.00,427.00,1,0
601,1740.00,464.00,1,0
602,311.00,558.00,1,0
603,1048.00,697.00,1,0
604,794.00,959.00,1,0
605,1580.00,623.00,1,0
606,570.00,95.00,1,0
607,1054.00,453.00,1,0
608,505.00,524.00,1,0
609,1417.00,407.00,1,0
610,114.00,590.00,1,0
611,1034.00,798.00,1,0
612,1466.00,818.00,1,0
613,11.00,954.00,1,0
614,1447.00,996.00,1,0
615,187.00,907.00,1,0
616,1023.00,479.00,1,0
617,771.00,887.00,1,0
618,37.00,172.00,1,0
619,1784.00,783.00,1,0
620,1283.00,516.00,1,0
621,207.00,253.00,1,0
622,212.00,461.00,1,0
623,258.00,717.00,1,0
624,1738.00,627.00,1,0
625,324.00,652.00,1,0
626,1017.00,510.00,1,0
627,1202.00,284.00,1,0
628,1529.00,165.00,1,0
629,790.00,976.00,1,0
630,961.00,577.00,1,0
631,1435.00,937.00,1,0
632,256.00,606.00,1,0
633,1624.00,445.00,1,0
634,1378.00,408.00,1,0
635,1229.00,261.00,1,0
636,1476.00,988.00,1,0
637,67.00,888.00,1,0
638,1001.00,277.00,1,0
639,1558.00,139.00,1,0
640,305.00,434.00,1,0
641,143.00,474.00,1,0
642,1545.00,945.00,1,0
643,310.00,626.00,1,0
644,1710.00,700.00,1,0
645,754.00,272.00,1,0
646,1229.00,189.00,1,0
647,1161.00,685.00,1,0
648,795.00,385.00,1,0
649,83.00,926.00,1,0
650,1745.00,64.00,1,0
651,1339.00,421.00,1,0
652,204.00,758.00,1,0
653,462.00,205.00,1,0
654,36.00,620.00,1,0
655,1297.00,941.00,1,0
656,406.00,840.00,1,0
657,815.00,703.00,1,0
658,986.00,526.00,1,0
659,681.00,248.00,1,0
660,1378.00,635.00,1,0
661,72.00,208.00,1,0
662,976.00,433.00,1,0
663,1445.00,324.00,1,0
664,418.00,728.00,1,0
665,450.00,963.00,1,0
666,1144.00,141.00,1,0
667,937.00,548.00,1,0
668,1500.00,399.00,1,0
669,754.00,936.00,1,0
670,771.00,803.00,1,0
671,1029.00,777.00,1,0
672,843.00,644.00,1,0
673,1433.00,781.00,1,0
674,322.00,514.00,1,0
675,1030.00,101.00,1,0
676,902.00,902.00,1,0
677,709.00,678.00,1,0
678,536.00,906.00,1,0
679,1002.00,506.00,1,0
680,1035.00,252.00,1,0
681,470.00,131.00,1,0
682,1546.00,207.00,1,0
683,880.00,646.00,1,0
684,158.00,786.00,1,0
685,134.00,329.00,1,0
686,189.00,163.00,1,0
687,1258.00,584.00,1,0
688,359.00,291.00,1,0
689,1166.00,682.00,1,0
690,358.00,748.00,1,0
691,1535.00,660.00,1,0
692,1602.00,796.00,1,0
693,1338.00,690.00,1,0
694,902.00,341.00,1,0
695,1397.00,689.00,1,0
696,1145.00,19.00,1,0
697,621.00,691.00,1,0
698,1578.00,501.00,1,0
699,337.00,536.00,1,0
700,1439.00,271.00,1,0
701,17.00,228.00,1,0
702,786.00,27.00,1,0
703,12.00,946.00,1,0
704,1319.00,530.00,1,0
705,980.00,829.00,1,0
706,1678.00,467.00,1,0
707,289.00,633.00,1,0
708,1263.00,827.00,1,0
709,123.00,317.00,1,0
710,1320.00,872.00,1,0
711,607.00,466.00,1,0
712,1691.00,180.00,1,0
713,709.00,821.00,1,0
714,1033.00,199.00,1,0
715,1509.00,672.00,1,0
716,1622.00,926.00,1,0
717,1452.00,609.00,1,0
718,154.00,416.00,1,0
719,1755.00,625.00,1,0
720,947.00,887.00,1,0
721,1454.00,577.00,1,0
722,1754.00,295.00,1,0
723,610.00,617.00,1,0
724,1674.00,886.00,1,0
725,1686.00,995.00,1,0
726,558.00,645.00,1,0
727,1013.00,2.00,1,0
728,25.00,322.00,1,0
729,223.00,210.00,1,0
730,121.00,533.00,1,0
731,34.00,344.00,1,0
732,611.00,486.00,1,0
733,1505.00,117.00,1,0
734,303.00,860.00,1,0
735,542.00,202.00,1,0
736,1547.00,548.00,1,0
737,1331.00,453.00,1,0
738,243.00,694.00,1,0
739,70.00,318.00,1,0
740,980.00,708.00,1,0
741,465.00,690.00,1,0
742,554.00,478.00,1,0
743,1244.00,531.00,1,0
744,552.00,868.00,1,0
745,1742.00,26.00,1,0
746,553.00,976.00,1,0
747,722.00,916.00,1,0
748,1463.00,27.00,1,0
749,234.00,718.00,1,0
750,1039.00,128.00,1,0
751,472.00,338.00,1,0
752,1077.00,403.00,1,0
753,591.00,872.00,1,0
754,1097.00,213.00,1,0
755,1542.00,677.00,1,0
756,721.00,207.00,1,0
757,120.00,627.00,1,0
758,837.00,764.00,1,0
759,159.00,190.00,1,0
760,184.00,901.00,1,0
761,368.00,89.00,1,0
762,1029.00,290.00,1,0
763,206.00,44.00,1,0
764,669.00,40.00,1,0
765,762.00,908.00,1,0
766,368.00,34.00,1,0
767,798.00,197.00,1,0
768,390.00,389.00,1,0
769,1070.00,887.00,1,0
770,354.00,612.00,1,0
771,917.00,227.00,1,0
772,1020.00,637.00,1,0
773,655.00,209.00,1,0
774,601.00,14.00,1,0
775,1551.00,386.00,1,0
776,67.00,319.00,1,0
777,1627.00,496.00,1,0
778,361.00,833.00,1,0
779,941.00,630.00,1,0
780,1425.00,655.00,1,0
781,90.00,394.00,1,0
782,1242.00,840.00,1,0
783,1543.00,832.00,1,0
784,581.00,13.00,1,0
785,1319.00,535.00,1,0
786,1626.00,636.00,1,0
787,1163.00,798.00,1,0
788,625.00,970.00,1,0
789,1007.00,27.00,1,0
790,1784.00,759.00,1,0
791,1165.00,251.00,1,0
792,30.00,944.00,1,0
793,1147.00,392.00,1,0
794,178.00,640.00,1,0
795,574.00,3.00,1,0
796,296.00,617.00,1,0
797,749.00,338.00,1,0
798,1657.00,693.00,1,0
799,1370.00,391.00,1,0
800,458.00,241.00,1,0
801,526.00,684.00,1,0
802,1430.00,41.00,1,0
803,1234.00,855.00,1,0
804,11.00,194.00,1,0
805,634.00,995.00,1,0
806,1305.00,351.00,1,0
807,998.00,735.00,1,0
808,1096.00,698.00,1,0
809,879.00,426.00,1,0
810,738.00,206.00,1,0
811,229.00,634.00,1,0
812,1375.00,531.00,1,0
813,1724.00,984.00,1,0
814,624.00,494.00,1,0
815,1775.00,282.00,1,0
816,488.00,302.00,1,0
817,519.00,318.00,1,0
818,495.00,505.00,1,0
819,1325.00,707.00,1,0
820,499.00,760.00,1,0
821,1454.00,4.00,1,0
822,263.00,653.00,1,0
823,1340.00,111.00,1,0
824,151.00,571.00,1,0
825,937.00,689.00,1,0
826,177.00,967.00,1,0
827,1076.00,952.00,1,0
828,450.00,0.00,1,0
829,1089.00,74.00,1,0
830,1447.00,664.00,1,0
831,1308.00,935.00,1,0
832,1566.00,379.00,1,0
833,1205.00,662.00,1,0
834,85.00,130.00,1,0
835,1721.00,584.00,1,0
836,42.00,775.00,1,0
837,1541.00,58.00,1,0
838,228.00,681.00,1,0
839,1769.00,131.00,1,0
840,1604.00,707.00,1,0
841,1373.00,734.00,1,0
842,1226.00,849.00,1,0
843,686.00,876.00,1,0
844,801.00,975.00,1,0
845,102.00,48.00,1,0
846,192.00,362.00,1,0
847,583.00,958.00,1,0
848,1542.00,940.00,1,0
849,1172.00,979.00,1,0
850,1671.00,693.00,1,0
851,515.00,665.00,1,0
852,1621.00,856.00,1,0
853,323.00,601.00,1,0
854,489.00,893.00,1,0
855,533.00,494.00,1,0
856,1200.00,258.00,1,0
857,1228.00,626.00,1,0
858,859.00,266.00,1,0
859,1454.00,660.00,1,0
860,194.00,156.00,1,0
861,1261.00,586.00,1,0
862,318.00,396.00,1,0
863,1296.00,612.00,1,0
864,137.00,221.00,1,0
865,1791.00,760.00,1,0
866,66.00,859.00,1,0
867,25.00,87.00,1,0
868,1715.00,149.00,1,0
869,889.00,957.00,1,0
870,1594.00,774.00,1,0
871,803.00,994.00,1,0
872,784.00,31.00,1,0
873,772.00,843.00,1,0
874,449.00,178.00,1,0
875,655.00,595.00,1,0
876,1134.00,916.00,1,0
877,1133.00,204.00,1,0
878,1113.00,430.00,1,0
879,1617.00,650.00,1,0
880,1403.00,760.00,1,0
881,410.00,269.00,1,0
882,1371.00,835.00,1,0
883,509.00,39.00,1,0
884,1736.00,398.00,1,0
885,1796.00,730.00,1,0
886,1124.00,799.00,1,0
887,1676.00,260.00,1,0
888,182.00,400.00,1,0
889,903.00,183.00,1,0
890,1178.00,958.00,1,0
891,1379.00,264.00,1,0
892,827.00,312.00,1,0
893,269.00,540.00,1,0
894,494.00,638.00,1,0
895,1390.00,97.00,1,0
896,950.00,952.00,1,0
897,1567.00,722.00,1,0
898,539.00,76.00,1,0
899,961.00,476.00,1,0
900,826.00,109.00,1,0
901,1158.00,702.00,1,0
902,908.00,635.00,1,0
903,362.00,442.00,1,0
904,835.00,417.00,1,0
905,25.00,966.00,1,0
906,1127.00,404.00,1,0
907,830.00,954.00,1,0
908,1269.00,699.00,1,0
909,294.00,163.00,1,0
910,1289.00,36.00,1,0
911,1013.00,440.00,1,0
912,940.00,332.00,1,0
913,114.00,480.00,1,0
914,1160.00,627.00,1,0
915,1108.00,938.00,1,0
916,336.00,866.00,1,0
917,440.00,996.00,1,0
918,653.00,954.00,1,0
919,638.00,241.00,1,0
920,1323.00,415.00,1,0
921,7.00,450.00,1,0
922,372.00,789.00,1,0
923,805.00,241.00,1,0
924,241.00,251.00,1,0
925,756.00,530.00,1,0
926,1088.00,721.00,1,0
927,1122.00,980.00,1,0
928,853.00,836.00,1,0
929,860.00,813.00,1,0
930,1463.00,120.00,1,0
931,1351.00,551.00,1,0
932,739.00,743.00,1,0
933,1347.00,544.00,1,0
934,49.00,337.00,1,0
